Date,AAPL,MSFT,NVDA,QQQ,SPY
2019-01-03,-0.09960707053745776,-0.03678774309066268,-0.06041692403807808,-0.03267080692979174,-0.02386268640124667
2019-01-04,0.04268927191457239,0.046508823733646176,0.0640675051212245,0.042784677099824586,0.033495657130135026
2019-01-07,-0.00222609518616923,0.0012754122273170854,0.05294060786168808,0.011905475350648453,0.007884646023396336
2019-01-08,0.019063407086834516,0.007250932174417635,-0.02489534816350314,0.009045715263578114,0.009395338394846187
2019-01-09,0.016981578545756326,0.014299216543321558,0.01966693342856707,0.008149403942202538,0.004673478136751674
2019-01-10,0.0031961069883821303,-0.006425342750123519,0.01858591417636779,0.002859958189262768,0.003527690650219739
2019-01-11,-0.009818167868811178,-0.0077219045919140195,0.024788366036623266,-0.0036579286764133467,0.0003862603955735455
2019-01-14,-0.015037140432513252,-0.007295958131193436,0.010817615686990134,-0.008836924608732755,-0.00610083219353974
2019-01-15,0.020467053080821085,0.029005452708644963,-0.0037888952227128625,0.019526708145821026,0.011460757439325286
2019-01-16,0.012216261214072377,0.0035231907674839746,-0.006872577939210922,-0.0001850404730682209,0.0024199410995835446
2019-01-17,0.005938078097828203,0.007022569754184582,0.019349507110633102,0.007884359587527534,0.007586622327049541
2019-01-18,0.0061595669448266666,0.014982964439148816,0.03433957793971154,0.009900479454121092,0.013309935302445952
2019-01-22,-0.022446543507717576,-0.018846883757060007,-0.05199762832993715,-0.020030140653169548,-0.013510570798887844
2019-01-23,0.004045097519385532,0.009746355398178697,0.003495308594542168,0.001296541039712551,0.0020927489768260976
2019-01-24,-0.007926880586095253,-0.004779309864055614,0.0572712249269105,0.006475685785474861,0.0005313747436570537
2019-01-25,0.033136994500825745,0.009133738326953411,0.014635123797538618,0.011948269081096141,0.008461471014633126
2019-01-28,-0.009254344579622154,-0.019501630401309478,-0.13824548429560257,-0.01235223291625076,-0.0076003296792336306
2019-01-29,-0.010364782449527765,-0.020365465357099155,-0.04644596721176686,-0.009441589657712579,-0.001326866611679911
2019-01-30,0.06833482172100735,0.03341718920433534,0.0439969800979334,0.025438020565496933,0.0158306516270188
2019-01-31,0.007200804864892163,-0.018330217039850383,0.04629167681552593,0.01496864733015757,0.008782400174996763
2019-02-01,0.00048056449423072856,-0.0158000611489566,0.0068173133938567165,-0.004222137716551555,0.00048156391704989865
2019-02-04,0.028405251802093634,0.02879919938125952,0.030746918364925158,0.012421816867824953,0.007035755196886706
2019-02-05,0.01710938905751802,0.013996703796422372,0.005161481957438818,0.008847818664848184,0.004191125994535527
2019-02-06,0.0003447984811193461,-0.011098729595802603,0.020340083904481387,-0.0029819367012735576,-0.001317849423361106
2019-02-07,-0.018939437506021117,-0.007167810857423018,-0.03647061352362302,-0.013429760844569927,-0.009532669691475593
2019-02-08,0.001174988942273636,0.0037999348856505577,0.005087751432648391,0.001961920493758873,0.0012214472995117909
2019-02-11,-0.0057511384803549115,-0.003974792884222644,-0.01160832003696699,-0.0009491883815865299,0.0005543440420618939
2019-02-12,0.008617248970260505,0.015582004919379555,0.03222926849767682,0.014786062343239426,0.012859745020497027
2019-02-13,-0.0041546697366849905,-0.0007484078154821328,0.011311923457004491,0.0007021850945374553,0.003246651452880389
2019-02-14,0.003643502411319277,0.0008426179678489021,0.010792519025179192,0.0012279616590666897,-0.0022180249298496824
2019-02-15,-0.002225215595800356,0.012348144493070645,0.018184320912065566,0.004204990692310284,0.01089732183648251
2019-02-19,0.0029926803542357217,-0.00046229762445804123,-0.004448983433504861,0.0019775604216758502,0.0017305286254465369
2019-02-20,0.006435312339362342,-0.0051988332703057916,0.012193518309676854,-0.0001744072072784597,0.002015523132487207
2019-02-21,-0.005638426711820355,0.021091962590611635,-0.017533968212070872,-0.0036571815242170125,-0.003555798820048417
2019-02-22,0.01116563040806784,0.014258030146400147,0.02195550351288067,0.007399941622136419,0.006199667981860557
2019-02-25,0.00728464676477425,0.005587121758473534,-0.0031408112032615954,0.0036440112490403465,0.0013613907663598823
2019-02-26,0.0005737560045324663,0.006900234595339283,-0.010019495431190073,0.0010374052260813116,-0.0007155982813779049
2019-02-27,0.0030976229701924485,-0.0016909674109379935,-0.01075749420807992,-0.0006332568377163117,-0.0004293999550493144
2019-02-28,-0.009836010799938899,-0.0012480484341630405,-0.006376924837070086,-0.002304211294708036,-0.0018624211365713128
2019-03-01,0.010511146057707199,0.004462896068190947,0.01419718885933463,0.006928966599850872,0.006243753257108242
2019-03-04,0.0050294701862587665,-0.0023992404013819524,0.002108968596648886,0.00017184041449147536,-0.0036375115962762328
2019-03-05,-0.0018196138467856393,-0.0049884081001368985,-0.0016581592716451432,0.0007453050528833938,-0.0013603053254860331
2019-03-06,-0.005754091681309026,0.00044751380614194147,-0.028558724075847697,-0.005671740040291695,-0.006057048039861068
2019-03-07,-0.01157432837694039,-0.012169933054526183,-0.0183493622902271,-0.012272504668394024,-0.008365065398299065
2019-03-08,0.0023765283400078996,0.0010869842918068695,0.009245647792281098,-0.0015166088077186446,-0.0019998597496161397
2019-03-11,0.0346421935273491,0.020993653700526638,0.06970231188715004,0.02079778808846333,0.014500809257618652
2019-03-12,0.011235363509652263,0.0070015996699384075,0.008564076709642432,0.00549448396385821,0.0037709169330191195
2019-03-13,0.004422152589589778,0.007745016396541349,0.03753380713165866,0.00751300882698791,0.006619572762913917
2019-03-14,0.011116788390424626,0.0007863645101735539,-0.01814729836325657,-0.0016945892784439032,-0.0006400163936555181
2019-03-15,0.013008180800966773,0.011519144564507533,0.025670739469688897,0.009280915359190844,0.004940680546179355
2019-03-18,0.01020829232373166,0.014321410861979356,-0.005064573510254133,0.0023812761272337113,0.0036255496624864048
2019-03-19,-0.007924776224431662,0.0006804244618900945,0.04001175388127698,0.003362402424998301,0.00024846610212470033
2019-03-20,0.008738644712861898,-0.0011048432071878445,-0.007455545007611364,0.0039651526745339005,-0.003009897706896525
2019-03-21,0.036830167574445793,0.02297483482637319,0.05470215614523033,0.015632360867664508,0.011294437105076938
2019-03-22,-0.02070798296601528,-0.026368349702139193,-0.03501151254012469,-0.021964449554163434,-0.019246212678683094
2019-03-25,-0.012091149837825665,0.005211605184228585,-0.020957685547258742,-0.0019039887629948016,-0.0007522924624553395
2019-03-26,-0.010331578106899664,0.0021246391605589388,0.017781030125850528,0.004657127670580019,0.007454044858266284
2019-03-27,0.008994065889023517,-0.00966838031501105,-0.0020921320193961757,-0.006422645435387397,-0.005228682985631172
2019-03-28,0.0013261828836435008,0.00137024140762243,0.004249313678747146,0.0023046090035834244,0.0037904717600338866
2019-03-29,0.00651766354492711,0.00863769603773945,0.013032402863436765,0.007571187912056354,0.006305397225625287
2019-04-01,0.006791289621423946,0.009157013928404956,0.015148305198091627,0.013247111231978081,0.011858979174760531
2019-04-02,0.014536904844485665,0.0014284314511217033,0.003949932042196513,0.0037904491821543207,0.0004899043407857739
2019-04-03,0.006854853141732287,0.006544019089663067,0.030710090729849204,0.00574618413518424,0.0015734755233149933
2019-04-04,0.0017403722812965317,-0.005084623251905285,-0.001908328327812403,-0.0003809652301121069,0.0026538176339800934
2019-04-05,0.006694384408191256,0.004440524169250226,0.01428905581707407,0.005171335305359959,0.004839884533412553
2019-04-08,0.015736042830392094,0.00033359491410722697,0.004398933349217149,0.00254525222794566,0.0007624897976716838
2019-04-09,-0.002998743077652799,-0.00542000493839645,-0.013191494349157118,-0.0035113451416433072,-0.005124688506187414
2019-04-10,0.005614068723870158,0.007629099887016766,0.015005772622329827,0.00536652130902171,0.003410960540698227
2019-04-11,-0.008324556486766,0.001164971556744332,-0.0029156000203227617,-0.002372341495828878,-0.00027750637329904126
2019-04-12,-0.00040184424683897824,0.005152454100242787,-0.00798738068079008,0.004323714570241277,0.006766022435517938
2019-04-15,0.0018103906937585457,0.0008268458764646436,-0.027946036773474514,0.0001613108361451232,-0.0006552218008221145
2019-04-16,0.00010039995721178308,-0.0023132557481245763,0.01900365986703645,0.0034435078541688036,0.0006556513979116829
2019-04-17,0.01947299239873157,0.008280246399604119,-0.004887836094875975,0.003485040650711424,-0.002447330046621232
2019-04-18,0.0035938862909465907,0.013139781505459691,-0.005286167098520922,0.0012824890938318845,0.0019692076944455295
2019-04-22,0.00328634420499041,0.0031609834567820627,0.011647829755602412,0.0028283626777587667,0.0008620492404105562
2019-04-23,0.014423258542482165,0.013574826862021938,0.011672848310771977,0.01271812400122263,0.008991731478394493
2019-04-24,-0.0015419859356972099,-0.003428044309766287,0.0026225804712625145,-0.00315260897434555,-0.002219302920817068
2019-04-25,-0.009075402438267877,0.03311746729513798,-0.022284025421744347,0.004058704939339242,-0.0006159999059400789
2019-04-26,-0.0047739085228980516,0.005729670472411685,-0.04718840773969979,0.0008925031818789453,0.004656641732358802
2019-04-29,0.0015173847566241072,-0.000923736201905001,0.006962680185241377,0.001940730641443178,0.0015677891429224378
2019-04-30,-0.01925607797585349,0.0063956916653478135,0.009312661433374725,-0.007747802799177195,0.0005105449775337778
2019-05-01,0.04908550630777064,-0.020826924930199775,-0.0029281756285477467,-0.003218413282000898,-0.007516671029785926
2019-05-02,-0.006507696642862992,-0.013059020101354402,0.015071917772854437,-0.004340294500995268,-0.002159103187216793
2019-05-03,0.01243125876761031,0.021313507165472423,-0.0009828134032633384,0.01594815920935244,0.00978823602361456
2019-05-06,-0.01544251259220486,-0.005818243822139801,-0.017267123272571183,-0.006121969662442495,-0.004115588886993482
2019-05-07,-0.026957265357797966,-0.02052305999208348,-0.037475177659535674,-0.01948001631423757,-0.016699377499111656
2019-05-08,0.00019728548705155724,-7.954504367224668e-05,0.004678910618911791,-0.002523403871096841,-0.0013892668344628323
2019-05-09,-0.01074415538026019,-7.955137158965897e-05,-0.02144663693229676,-0.005383070991649697,-0.00302537583183482
2019-05-10,-0.013853587352750885,0.012987923760992226,-0.008050252014171644,0.00124464291290316,0.005022693956210134
2019-05-13,-0.058119472693275,-0.02973326137447785,-0.061426010316924406,-0.03470255140044798,-0.025130022993859913
2019-05-14,0.015830324838649323,0.011187672483187638,0.022656908416705868,0.01097541112733924,0.009043525692905563
2019-05-15,0.01197903750621454,0.014082098402375953,-0.015181174932840547,0.014124097567675076,0.005857468349405037
2019-05-16,-0.004399534983170805,0.0230917050802264,0.0038224811784985935,0.010049899651185967,0.009261361131990942
2019-05-17,-0.005681780153350302,-0.006670075206654191,-0.022848032476898372,-0.010220379099872612,-0.006464817005811474
2019-05-20,-0.0312698808693922,-0.014445348815949277,-0.030537270224361812,-0.016881303961073124,-0.006612119547988793
2019-05-21,0.01917101015293987,0.0053872449328493666,0.021812200665029424,0.010447400246110128,0.009015576446683493
2019-05-22,-0.020471816066508608,0.006067831515043309,-0.018444244627715767,-0.004454614565831738,-0.0030714175113829567
2019-05-23,-0.017069492371574624,-0.01167060794967667,-0.03206326081700017,-0.015302105893308715,-0.012218737303781646
2019-05-24,-0.00384075103142012,0.0004752624518027382,-0.01472964556843337,-0.0005050464970023372,0.0022683837191428413
2019-05-28,-0.0041347454478747325,-0.0006335954488582152,-0.012538841387495059,-0.00376059012529506,-0.009300474210959697
2019-05-29,-0.004769171935558814,-0.009670088518955566,-0.020861051276880205,-0.008226028996886514,-0.006710404707437556
2019-05-30,0.005186497766975551,0.006322840267645846,-0.007632964418014088,0.004203922806518268,0.002730754737103158
2019-05-31,-0.01811531317410997,-0.01630480609316265,-0.026238370248695242,-0.015952879827357158,-0.01347498265067082
2019-06-03,-0.010110277169456672,-0.031047756257339576,-0.012402008921155838,-0.02201791842085743,-0.0025431230804511262
2019-06-04,0.0365839468785496,0.02770369163581332,0.06891894053333392,0.028156648539543694,0.021706686001575326
2019-06-05,0.016143468937669825,0.021679085753786742,-0.012027893665883305,0.007432392093281948,0.008662051508812052
2019-06-06,0.014681627566769384,0.015814940738489547,0.017695532252500756,0.007945188625618771,0.0065027565049589064
2019-06-07,0.026617053414837555,0.028008311926553286,0.01196250640169283,0.019311932426402834,0.010006914453099425
2019-06-10,0.012779528935358497,0.00913212799788421,0.02013767472141126,0.011654871880954598,0.004589102696220815
2019-06-11,0.011579460472963765,-0.0037704317987472535,0.015630043376634983,0.0013650844039583276,-0.0002423487051654849
2019-06-12,-0.003182640876837617,-0.004617936377598109,-0.030182409995934578,-0.005779876932031303,-0.0017652952514607412
2019-06-13,-0.0002059581944992006,0.006312271692592519,0.01409035659061253,0.005922960802236199,0.004126462141567089
2019-06-14,-0.007262443399998042,0.0009823902624799263,-0.024416666968692713,-0.0042522224493533045,-0.001104964406512865
2019-06-17,0.0059666489439469395,0.0030201759605161804,0.0026963088153257875,0.0060226201138768864,0.00038010247395003915
2019-06-18,0.02351867793843221,0.017388265957877458,0.05412705674684415,0.014531386864849782,0.010470847648695214
2019-06-19,-0.0029230473351443687,0.003921008715111807,0.0015696028285989705,0.003755306439076289,0.002257276791510332
2019-06-20,0.008035685080227895,0.009285597398385637,0.006400358046563248,0.009299159285393932,0.009554636139340822
2019-06-21,-0.003409179334951662,0.0001464536807218586,-0.01518496203821762,-0.001482613753110984,-0.0014534748021481914
2019-06-24,-0.001006092234081546,0.005913645774763943,0.005930272494228728,3.194510364590286e-05,-0.0012248122190240407
2019-06-25,-0.015157674150126588,-0.031572052498992864,-0.007729405865996353,-0.01716636259383253,-0.009808230575385934
2019-06-26,0.021628974611631824,0.0037469164247865283,0.05135971927918459,0.004650276498755046,-0.0009971562197576
2019-06-27,-0.0002999843918972678,0.0016428555107674825,0.02492777115332334,0.0038216692084140913,0.003545982656467883
2019-06-28,-0.009112102990569082,-0.0014166175571376227,0.006126621227941387,0.0012868406281087985,0.005146196247980184
2019-07-01,0.01834085289071763,0.012839673245598648,0.011812645759214702,0.013494758615371527,0.00907809204812593
2019-07-02,0.005854489580823241,0.006633893737488572,-0.02371106708174786,0.003962596454687439,0.0026042422538277155
2019-07-03,0.008287030187867694,0.006442733686546687,0.0032057511412060258,0.007526000675562194,0.007995197001314791
2019-07-05,-0.0008806680069105566,-0.002909747088843173,-0.015483882911430102,-0.002037311471232428,-0.0011380478776652492
2019-07-08,-0.020613960192824465,-0.0007299130749524041,-0.0188479489435307,-0.007013534319915471,-0.005494664096102997
2019-07-09,0.0060993861974365515,-0.0036503446421031205,0.0006359882301893993,0.0050077669542554215,0.0012466056592599362
2019-07-10,0.009888862021061318,0.010186200068685203,0.017481244019669884,0.009964962924182696,0.004777856409837522
2019-07-11,-0.00728249903616518,0.003989347526010656,0.038860521558554906,-0.0007270677574769957,0.002344563889786988
2019-07-12,0.007682902865075558,0.0036130645333114497,0.007998755395230095,0.0057687676366802165,0.004477010995410868
2019-07-15,0.009394965504364361,0.0,-0.002028646067096629,0.0032034517167665033,0.0003326011944431162
2019-07-16,-0.00345996225876144,-0.013103208695664281,-0.0011360473491501821,-0.005150553671858571,-0.003225482133673463
2019-07-17,-0.005623451976000116,-0.005908784399876188,0.015740929195509734,-0.004918251516426664,-0.006804958299152952
2019-07-18,0.011359697773340116,0.0011008022737983847,0.0027697714288363873,0.001144380106813836,0.0036607077616033212
2019-07-19,-0.014927527838234922,0.0014659646198720289,-0.010224831957065472,-0.007327644539801614,-0.0055548307609606384
2019-07-22,0.02285384286726111,0.013248244930534891,0.01709825887694083,0.007957863822605882,0.002456771858856621
2019-07-23,0.007818072229796691,0.006212797380352297,0.02533284419290438,0.006544380892539614,0.007149814598593984
2019-07-24,-0.0008140901638170606,0.010266304109652014,0.01707817781349985,0.007017809756583837,0.004699558736216192
2019-07-25,-0.007907399014507321,-0.0037666028265243012,-0.02955304682213178,-0.009479785678226715,-0.004777106188163516
2019-07-26,0.0034781067017810585,0.008203193800439212,0.009747337172660187,0.010294878363649174,0.006700295341304008
2019-07-29,0.009338236645008102,-0.0021928982681668208,-0.0014277676192827604,-0.003430629934144447,-0.0018214572323840272
2019-07-30,-0.004291911245186686,-0.004821970901453532,0.0036034481395905704,-0.004316230192424553,-0.002454947591756129
2019-07-31,0.020404034587488518,-0.029070053756512504,-0.03835838464898955,-0.01382994081604394,-0.010940293617625163
2019-08-01,-0.02163891973429588,0.013136035056920292,-0.022522718754922955,-0.00497134159002266,-0.008708005734482605
2019-08-02,-0.021158160017621608,-0.008402503240639736,-0.022616602730525348,-0.014725317728279674,-0.0075292963564836946
2019-08-05,-0.05234783413914146,-0.03425842796431877,-0.06452055332721385,-0.03533477136060503,-0.030073246502467454
2019-08-06,0.018930449974900787,0.018757770340359414,0.010345420479296097,0.013998705859661786,0.014022800071811226
2019-08-07,0.010355169419496546,0.004380586412167098,0.010108422301738251,0.005401924674728775,0.0005910056717441936
2019-08-08,0.022055819187264403,0.02668511301632126,0.028396773178415824,0.021763940280943306,0.019620182435358346
2019-08-09,-0.008240377985019531,-0.008495772984072114,-0.02578022994080953,-0.009401737121849996,-0.0068117473871975864
2019-08-12,-0.0025374324890989897,-0.013941970042782414,-0.01770661902299775,-0.011475205879594164,-0.012173477427321333
2019-08-13,0.04234831344182788,0.020693879055784015,0.030373121973808592,0.021914981108442255,0.015551897201359077
2019-08-14,-0.02976501891391803,-0.030114784686085194,-0.03832096030156196,-0.029884960710026998,-0.029567328764023237
2019-08-15,-0.004981350896168135,-0.0022391307285823947,-0.008662811299500306,-0.0011488216486280622,0.00264138899512556
2019-08-16,0.023594603595691988,0.01832715103899818,0.07252812870601466,0.016050136815668692,0.014755165785991231
2019-08-19,0.018644011752989575,0.016748935981037993,0.07031829423774649,0.01590493157534545,0.012047780290601162
2019-08-20,4.744812319712466e-05,-0.008308787189878375,-0.01703939033738966,-0.007748343055443807,-0.00766274605948758
2019-08-21,0.010838670554617291,0.011146811813650626,0.020015545099938192,0.008878364598302602,0.008135613981566259
2019-08-22,-0.0008462840093075297,-0.007277231896476666,0.001460235072181293,-0.0032336154083568713,-0.0003079979867225413
2019-08-23,-0.04622048909804288,-0.03186211662735927,-0.052717875142758164,-0.03164573938380133,-0.02568751608114117
2019-08-26,0.018999072237784853,0.015443090440096396,0.018529975954873157,0.01510407888175358,0.011058604638026104
2019-08-27,-0.011283710845702899,0.002140919486716353,-0.022061051241638818,-0.0021101990350507194,-0.003923488482696635
2019-08-28,0.006710360521638314,-0.0013263675126518049,-0.002598695884026281,0.003578465916004303,0.007041789393460229
2019-08-29,0.016931626478581485,0.01888517418010638,0.03585245852123187,0.015289994773325155,0.012772504443374633
2019-08-30,-0.0012918898740437168,-0.0018825529352211046,0.00305324442234145,-0.0023945621311822762,-0.00044409007879164797
2019-09-03,-0.014563262639561203,-0.01320190812276123,-0.019938699808751625,-0.009708337062580452,-0.005847376738621124
2019-09-04,0.016966461788589182,0.01168796428006491,0.027958737931821354,0.014435839706302911,0.011350882674762142
